idacr;leader;plad_id;archigos_id;startdate;enddate;startyear;endyear;adm0;adm1;adm2;country;continent;latitude;longitude;geoname;geo_precision;foreign_leader;ethnicity1;ethnicity2;ethnicity_geoepr1;ethnicity_geoepr2;ethnicitysource1;ethnicitysource2;ethnicity_precision;entry;exit;gender;yrborn;birthdate;uid;id_0;id_1;id_2;gid_0;gid_1;gid_2;edu_name;edu_r;birthplace_comment;ethnicity_comment
BOL;Paz Estenssoro;BOL_1985_1;81fdf23a-1e42-11e4-b4cd-db5882bf8def;06aug1985;06aug1989;1985;1989;Bolivia;Tarija;Cercado;Bolivia;Americas;-22;-65;Tarija;1;0;Mestizo;.;Whites/mestizos;.;https://biography.yourdictionary.com/victor-paz-estenssoro;.;2;Regular;Regular;M;1907;02oct1907;24770;28;9;92;BOL;BOL.9_1;BOL.9.3_1;PhD in law;8;.;.
BOL;Paz Zamora;BOL_1989_1;81fe53ee-1e42-11e4-b4cd-db5882bf8def;06aug1989;06aug1993;1989;1993;Bolivia;Cochabamba;Cercado;Bolivia;Americas;-17;-66;Cochabamba;1;0;Bolivian;.;Whites/mestizos;.;https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/jaime_paz_zamora;.;3;Regular;Regular;M;1939;15apr1939;22823;28;2;16;BOL;BOL.2_1;BOL.2.6_1;.;6;.;.
BOL;Gonzalo Sanchez de Lozada;BOL_1993_1;81fe53ef-1e42-11e4-b4cd-db5882bf8def;06aug1993;06aug1997;1993;1997;Bolivia;La Paz;.;Bolivia;Americas;-17;-68;La Paz;4;0;Bolivian;.;Whites/mestizos;.;https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/gonzalo_sanchez_de_lozada/(language)/esl-ES;.;3;Regular;Regular;M;1930;.;.;28;4;.;BOL;BOL.4_1;BOL.4.17_1;Degree in literature and philosophy;6;.;.
BOL;Banzer Suarez;BOL_1997_1;81fe230d-1e42-11e4-b4cd-db5882bf8def;06aug1997;07aug2001;1997;2001;Bolivia;Santa Cruz;Andrés Ibáñez;Bolivia;Americas;-18;-63;Santa Cruz;1;0;German;.;Whites/mestizos;.;https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/hugo_banzer_suarez;.;2;Regular;Retired Due to Ill Health;M;1926;10jul1926;22884;28;8;78;BOL;BOL.8_1;BOL.8.1_1;Military degree;6;.;.
BOL;Jorge Quiroga Ramirez;BOL_2001_1;81fe84be-1e42-11e4-b4cd-db5882bf8def;07aug2001;06aug2002;2001;2002;Bolivia;Cochabamba;Cercado;Bolivia;Americas;-17;-66;Cochabamba;1;0;Bolivian;.;Whites/mestizos;.;https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/jorge_quiroga_ramirez;.;3;Regular;Regular;M;1960;.;22823;28;2;16;BOL;BOL.2_1;BOL.2.6_1;.;7;.;.
BOL;Gonzalo Sanchez de Lozada;BOL_2002_1;81fe53ef-1e42-11e4-b4cd-db5882bf8def;08aug2002;17oct2003;2002;2003;Bolivia;La Paz;.;Bolivia;Americas;-17;-68;La Paz;4;0;Bolivian;.;Whites/mestizos;.;https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/gonzalo_sanchez_de_lozada/(language)/esl-ES;.;3;Regular;Regular;M;1930;.;.;28;4;.;BOL;BOL.4_1;BOL.4.17_1;Degree in literature and philosophy;6;.;.
BOL;Carlos Mesa;BOL_2003_1;81fe84bf-1e42-11e4-b4cd-db5882bf8def;17oct2003;09jun2005;2003;2005;Bolivia;La Paz;.;Bolivia;Americas;-17;-68;La Paz;4;0;Hispanic;.;Whites/mestizos;.;https://www.nndb.com/people/737/000094455/;.;2;Regular;Regular;M;1953;12aug1953;.;28;4;.;BOL;BOL.4_1;BOL.4.17_1;.;6;.;.
BOL;Enrique Rodríguez;BOL_2005_1;8250bb5a-1e42-11e4-b4cd-db5882bf8def;09jun2005;22jan2006;2005;2006;Bolivia;Cochabamba;Cercado;Bolivia;Americas;-17;-66;Cochabamba;1;0;Austrian;.;Whites/mestizos;.;https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/eduardo_rodriguez_veltze;.;2;Regular;Regular;M;1956;.;22823;28;2;16;BOL;BOL.2_1;BOL.2.6_1;PhD in economics;8;.;.
BOL;Juan Morales;BOL_2006_1;8250bb5b-1e42-11e4-b4cd-db5882bf8def;22jan2006;10nov2019;2006;2019;Bolivia;Oruro;Sajama;Bolivia;Americas;-19;-68;Isallavi;1;0;Aymara;.;Aymara;.;https://www.reuters.com/investigates/special-report/bolivia-indigenous/;https://www.telesurenglish.net/analysis/Bolivian-Race-Relations-and-the-Struggle-for-Ethnic-Equality-20150320-0015.html;1;Regular;Irregular;M;1959;26oct1959;23037;28;5;58;BOL;BOL.5_1;BOL.5.9_1;.;4;.;.
BOL;Jeanine Anez;BOL_2019_1;.;12nov2019;08nov2020;2019;2020;Bolivia;El Beni;Mamoré;Bolivia;Americas;-13;-65;San Joaquin;1;0;.;.;.;.;.;.;.;Regular;Regular;F;1967;13aug1967;20558;28;3;27;BOL;BOL.3_1;BOL.3.3_1;Graduate degree in law;7;.;.
BOL;Luis Arce;BOL_2020_1;.;08nov2020;31dec2020;2020;2020;Bolivia;La Paz;.;Bolivia;Americas;-17;-68;La Paz;4;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1963;28sep1963;.;28;4;.;BOL;BOL.4_1;BOL.4.17_1;Master´s degree in economics;7;.;.
BOS;Alija Izetbegovic;BOS_1990_1;35bae2e8-3bbd-11e5-afeb-eb6f07f9fec7;20dec1990;13oct1998;1990;1998;Bosnia and Herzegovina;Repuplika Srpska;.;Bosnia;Europe;45;17;Repuplika Srpska;4;0;Bosniak;.;Bosniaks;.;https://www.worldbulletin.net/personage/alija-izetbegovic-the-soul-of-the-bosnian-resistance-h178851.html;https://www.bbc.com/news/world-europe-17913518;3;Regular;Regular;M;1925;08aug1925;.;30;3;.;BIH;BIH.3_1;BIH.3.1_1;PhD in law;8;.;.
BOS;Radisic;BOS_1998_1;821be4e0-1e42-11e4-b4cd-db5882bf8def;13oct1998;15jun1999;1998;1999;Bosnia and Herzegovina;Repuplika Srpska;Banja Luka;Bosnia;Europe;45;17;Prijedor;1;0;Serbian;.;Serbs;.;https://apnews.com/7dd0ca8d75158a29d604c01b854eba6c;https://www.washingtonpost.com/gdpr-consent/?destination=%2fwp-srv%2finatl%2flongterm%2fbalkans%2fwho.htm%3f&utm_term=.10faaf055eee;2;Regular;Regular;M;1937;15aug1937;93100;30;3;12;BIH;BIH.3_1;BIH.3.1_1;Degree in political science;6;.;.
BOS;Jelavic;BOS_1999_1;821c15b0-1e42-11e4-b4cd-db5882bf8def;15jun1999;14feb2000;1999;2000;Croatia;Splitsko-Dalmatinska;Vrgorac;Bosnia;Europe;43;17;Vrgorac;1;1;Croat;.;Croats;.;https://balkaninsight.com/2010/03/18/ante-jelavic-s-kidnappers-sentenced-in-zagreb/;http://www.ohr.int/?p=67245;2;Regular;Regular;M;1963;21aug1963;102945;58;16;422;HRV;HRV.16_1;HRV.16.52_1;.;6;.;.
BOS;Alija Izetbegovic;BOS_2000_1;35bae2e8-3bbd-11e5-afeb-eb6f07f9fec7;14feb2000;14oct2000;2000;2000;Bosnia and Herzegovina;Repuplika Srpska;.;Bosnia;Europe;45;17;Repuplika Srpska;4;0;Bosniak;.;Bosniaks;.;https://www.worldbulletin.net/personage/alija-izetbegovic-the-soul-of-the-bosnian-resistance-h178851.html;https://www.bbc.com/news/world-europe-17913518;3;Regular;Retired Due to Ill Health;M;1925;08aug1925;.;30;3;.;BIH;BIH.3_1;BIH.3.1_1;PhD in law;8;.;.
BOS;Radisic;BOS_2000_2;821be4e0-1e42-11e4-b4cd-db5882bf8def;14oct2000;14jun2001;2000;2001;Bosnia and Herzegovina;Repuplika Srpska;Banja Luka;Bosnia;Europe;45;17;Prijedor;1;0;Serbian;.;Serbs;.;https://apnews.com/7dd0ca8d75158a29d604c01b854eba6c;https://www.washingtonpost.com/gdpr-consent/?destination=%2fwp-srv%2finatl%2flongterm%2fbalkans%2fwho.htm%3f&utm_term=.10faaf055eee;2;Regular;Regular;M;1937;15aug1937;93100;30;3;12;BIH;BIH.3_1;BIH.3.1_1;Degree in political science;6;.;.
BOS;Krizanovic;BOS_2001_1;821c15b1-1e42-11e4-b4cd-db5882bf8def;14jun2001;14feb2002;2001;2002;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Central Bosnia;Bosnia;Europe;44;18;Vitez;1;0;Croat;.;Croats;.;http://edition.cnn.com/WORLD/election.watch/europe/bosnia5.html;https://prabook.com/web/jozo.krizanovic/2285914;1;Regular;Regular;M;1944;.;98369;30;2;4;BIH;BIH.2_1;BIH.2.3_1;.;.;.;.
BOS;Belkic;BOS_2002_1;821c4684-1e42-11e4-b4cd-db5882bf8def;14feb2002;28oct2002;2002;2002;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Sarajevo;Bosnia;Europe;44;18;Sarajevo;1;0;Bosniak;.;Bosniaks;.;https://everything.explained.today/List_of_Bosniaks/;https://en.wikipedia.org/wiki/List_of_Bosniaks#Politicians;3;Regular;Regular;M;1946;.;99756;30;2;7;BIH;BIH.2_1;BIH.2.6_1;.;6;.;.
BOS;Sarovic;BOS_2002_2;821c4685-1e42-11e4-b4cd-db5882bf8def;28oct2002;02apr2003;2002;2003;Bosnia and Herzegovina;Repuplika Srpska;Istocno Sarajevo;Bosnia;Europe;44;19;Rogatica;1;0;Serbian;.;Serbs;.;https://www.eusew.eu/mirko-%C5%A1arovi%C4%87;https://www.theguardian.com/world/2003/apr/03/iraq.balkans;3;Regular;Regular;M;1956;16sep1956;99117;30;3;16;BIH;BIH.3_1;BIH.3.5_1;Degree in law;7;.;.
BOS;Borislav Paravac;BOS_2003_1;821c4686-1e42-11e4-b4cd-db5882bf8def;10apr2003;27jun2003;2003;2003;Bosnia and Herzegovina;Repuplika Srpska;Doboj;Bosnia;Europe;45;18;Doboj;3;0;Serbian;.;Serbs;.;https://balkaninsight.com/2007/09/11/address-by-slobodan-radulj-advisor-to-the-serb-member-of-the-bosnia-and-herzegovina-presidency-borislav-paravac/;https://prabook.com/web/borislav.paravac/2474502;2;Regular;Regular;M;1943;.;93726;30;3;14;BIH;BIH.3_1;BIH.3.3_1;Degree in economics;6;.;.
BOS;Dragan Covic;BOS_2003_2;821c4687-1e42-11e4-b4cd-db5882bf8def;27jun2003;28feb2004;2003;2004;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Herzegovina-Neretva;Bosnia;Europe;43;18;Mostar;1;0;Croat;.;Croats;.;https://balkaninsight.com/2018/06/25/bosnian-croats-undermining-state-by-opening-eu-office-06-25-2018/;https://www.total-croatia-news.com/the-croatian-diaspora/33468-bosnian-serb;1;Regular;Regular;M;1956;20aug1956;101211;30;2;5;BIH;BIH.2_1;BIH.2.4_1;PhD in engineering;8;.;.
BOS;Sulejman Tihic;BOS_2004_1;821c4688-1e42-11e4-b4cd-db5882bf8def;28feb2004;28oct2004;2004;2004;Bosnia and Herzegovina;Repuplika Srpska;.;Bosnia;Europe;45;17;Repuplika Srpska;4;0;Bosniak;.;Bosniaks;.;https://balkaneu.com/bosnia-herzegovina-pay-tribute-sulejman-tihic/;.;3;Regular;Regular;M;1951;.;.;30;3;.;BIH;BIH.3_1;BIH.3.1_1;Degree in law;7;.;.
BOS;Borislav Paravac;BOS_2004_2;821c4686-1e42-11e4-b4cd-db5882bf8def;28oct2004;28jun2005;2004;2005;Bosnia and Herzegovina;Repuplika Srpska;Doboj;Bosnia;Europe;45;18;Doboj;3;0;Serbian;.;Serbs;.;https://balkaninsight.com/2007/09/11/address-by-slobodan-radulj-advisor-to-the-serb-member-of-the-bosnia-and-herzegovina-presidency-borislav-paravac/;https://prabook.com/web/borislav.paravac/2474502;2;Regular;Regular;M;1943;.;93726;30;3;14;BIH;BIH.3_1;BIH.3.3_1;Degree in economics;6;.;.
BOS;Miro Jovic;BOS_2005_1;82521129-1e42-11e4-b4cd-db5882bf8def;28jun2005;28feb2006;2005;2006;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Herzegovina-Neretva;Bosnia;Europe;43;18;?apljina;1;0;Croat;.;Croats;.;http://predsjednistvobih.ba/saop/saziv1-3/default.aspx?id=21417&langTag=en-US;http://www.electionguide.org/elections/id/2020/;1;Regular;Regular;M;1950;.;103812;30;2;5;BIH;BIH.2_1;BIH.2.4_1;.;7;.;.
BOS;Sulejman Tihic;BOS_2006_1;821c4688-1e42-11e4-b4cd-db5882bf8def;28feb2006;06nov2006;2006;2006;Bosnia and Herzegovina;Repuplika Srpska;.;Bosnia;Europe;45;17;Repuplika Srpska;4;0;Bosniak;.;Bosniaks;.;https://balkaneu.com/bosnia-herzegovina-pay-tribute-sulejman-tihic/;.;3;Regular;Regular;M;1951;.;.;30;3;.;BIH;BIH.3_1;BIH.3.1_1;Degree in law;7;.;.
BOS;Radmanovic;BOS_2006_2;82524202-1e42-11e4-b4cd-db5882bf8def;06nov2006;06jul2007;2006;2007;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Tuzla;Bosnia;Europe;45;18;Gra?anica;1;0;Serbian;.;Serbs;.;https://balkaninsight.com/2014/11/14/leaving-bosnia-serb-president-criticized-ohr/;http://enacademic.com/dic.nsf/enwiki/3758984;1;Regular;Regular;M;1949;.;95036;30;2;8;BIH;BIH.2_1;BIH.2.7_1;.;7;.;.
BOS;Zeljko Komsic;BOS_2007_1;82524203-1e42-11e4-b4cd-db5882bf8def;06jul2007;06mar2008;2007;2008;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Sarajevo;Bosnia;Europe;44;18;Sarajevo;1;0;Bosnian-Croat;Bosnian-Serb;Croats;Bosniaks;https://balkaninsight.com/2018/10/10/croatian-politicians-fears-for-the-future-of-croats-in-bosnia-after-elections-10-09-2018/;https://www.reuters.com/article/us-bosnia-election/nationalist-serb-bosniak-leaders-win-bosnias-presidential-vote-idUSKCN1MH12J;2;Regular;Regular;M;1964;20jan1964;99756;30;2;7;BIH;BIH.2_1;BIH.2.6_1;Bachelor´s degree in law;6;.;.
BOS;Silajdzic;BOS_2008_1;82524204-1e42-11e4-b4cd-db5882bf8def;06mar2008;06nov2008;2008;2008;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Zenica-Doboj;Bosnia;Europe;44;18;Breza;1;0;Bosniak;.;Bosniaks;.;https://www.jstor.org/stable/20699644?seq=1#metadata_info_tab_contents;https://cornellsun.com/2017/11/20/can-there-be-progress-without-war-former-prime-minister-of-bosnia-and-herzegovina-asks/;1;Regular;Regular;M;1945;.;98997;30;2;11;BIH;BIH.2_1;BIH.2.10_1;.;8;.;.
BOS;Radmanovic;BOS_2008_2;82524202-1e42-11e4-b4cd-db5882bf8def;06nov2008;06jul2009;2008;2009;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Tuzla;Bosnia;Europe;45;18;Gra?anica;1;0;Serbian;.;Serbs;.;https://balkaninsight.com/2014/11/14/leaving-bosnia-serb-president-criticized-ohr/;http://enacademic.com/dic.nsf/enwiki/3758984;1;Regular;Regular;M;1949;.;95036;30;2;8;BIH;BIH.2_1;BIH.2.7_1;.;7;.;.
BOS;Zeljko Komsic;BOS_2009_1;82524203-1e42-11e4-b4cd-db5882bf8def;06jul2009;06mar2010;2009;2010;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Sarajevo;Bosnia;Europe;44;18;Sarajevo;1;0;Bosnian-Croat;Bosnian-Serb;Croats;Bosniaks;https://balkaninsight.com/2018/10/10/croatian-politicians-fears-for-the-future-of-croats-in-bosnia-after-elections-10-09-2018/;https://www.reuters.com/article/us-bosnia-election/nationalist-serb-bosniak-leaders-win-bosnias-presidential-vote-idUSKCN1MH12J;2;Regular;Regular;M;1964;20jan1964;99756;30;2;7;BIH;BIH.2_1;BIH.2.6_1;Bachelor´s degree in law;6;.;.
BOS;Silajdzic;BOS_2010_1;82524204-1e42-11e4-b4cd-db5882bf8def;06mar2010;10nov2010;2010;2010;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Zenica-Doboj;Bosnia;Europe;44;18;Breza;1;0;Bosniak;.;Bosniaks;.;https://www.jstor.org/stable/20699644?seq=1#metadata_info_tab_contents;https://cornellsun.com/2017/11/20/can-there-be-progress-without-war-former-prime-minister-of-bosnia-and-herzegovina-asks/;1;Regular;Regular;M;1945;.;98997;30;2;11;BIH;BIH.2_1;BIH.2.10_1;.;8;.;.
BOS;Radmanovic;BOS_2010_2;82524202-1e42-11e4-b4cd-db5882bf8def;10nov2010;10jul2011;2010;2011;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Tuzla;Bosnia;Europe;45;18;Gra?anica;1;0;Serbian;.;Serbs;.;https://balkaninsight.com/2014/11/14/leaving-bosnia-serb-president-criticized-ohr/;http://enacademic.com/dic.nsf/enwiki/3758984;1;Regular;Regular;M;1949;.;95036;30;2;8;BIH;BIH.2_1;BIH.2.7_1;.;.;.;.
BOS;Zeljko Komsic;BOS_2011_1;82524203-1e42-11e4-b4cd-db5882bf8def;10jul2011;10mar2014;2011;2014;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Sarajevo;Bosnia;Europe;44;18;Sarajevo;1;0;Bosnian-Croat;Bosnian-Serb;Croats;Bosniaks;https://balkaninsight.com/2018/10/10/croatian-politicians-fears-for-the-future-of-croats-in-bosnia-after-elections-10-09-2018/;https://www.reuters.com/article/us-bosnia-election/nationalist-serb-bosniak-leaders-win-bosnias-presidential-vote-idUSKCN1MH12J;2;Regular;Regular;M;1964;20jan1964;99756;30;2;7;BIH;BIH.2_1;BIH.2.6_1;Bachelor´s degree in law;6;.;.
BOS;Bakir Izetbegovic;BOS_2014_1;43f80ffc-de6a-11e5-ba44-bb6d7c1a9a58;10mar2014;17nov2014;2014;2014;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Sarajevo;Bosnia;Europe;44;18;Sarajevo;1;0;Bosniak;.;Bosniaks;.;https://balkaninsight.com/2018/02/05/third-entity-in-bosnia-not-possible-without-war-02-05-2018/;https://www.rferl.org/a/bosnia-herzegovina-elections-izetbegovic-dodik/29530392.html;1;Regular;Regular;M;1956;28jun1956;99756;30;2;7;BIH;BIH.2_1;BIH.2.6_1;Degree in architecture;7;.;.
BOS;Mladen Ivanic;BOS_2014_2;149e8af6-aae0-11e4-b3bc-29f2fa19767e;17nov2014;17jul2015;2014;2015;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Una-Sana;Bosnia;Europe;45;17;Sanski Most;1;0;Serbian;.;Serbs;.;https://balkaninsight.com/2018/03/02/serb-member-of-bosnian-presidency-seek-dismissal-of-the-bosnian-ambassador-in-russia-over-the-photography-03-02-2018/;https://www.dw.com/en/conflict-zone-mladen-ivanic/av-45835954;1;Regular;Regular;M;1958;16sep1958;94566;30;2;9;BIH;BIH.2_1;BIH.2.8_1;PhD in economics;8;.;.
BOS;Dragan Covic;BOS_2015_1;43f80ffd-de6a-11e5-ba44-bb6d7c1a9a58;17jul2015;17mar2016;2015;2016;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Herzegovina-Neretva;Bosnia;Europe;43;18;Mostar;1;0;Croat;.;Croats;.;https://balkaninsight.com/2018/06/25/bosnian-croats-undermining-state-by-opening-eu-office-06-25-2018/;https://www.total-croatia-news.com/the-croatian-diaspora/33468-bosnian-serb;1;Regular;Regular;M;1956;20aug1956;101211;30;2;5;BIH;BIH.2_1;BIH.2.4_1;PhD in engineering;8;.;.
BOS;Bakir Izetbegovic;BOS_2016_1;.;17mar2016;17nov2016;2016;2016;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Sarajevo;Bosnia;Europe;44;18;Sarajevo;1;0;Bosniak;.;Bosniaks;.;https://balkaninsight.com/2018/02/05/third-entity-in-bosnia-not-possible-without-war-02-05-2018/;https://www.rferl.org/a/bosnia-herzegovina-elections-izetbegovic-dodik/29530392.html;1;Regular;Regular;M;1956;28jun1956;99756;30;2;7;BIH;BIH.2_1;BIH.2.6_1;Degree in Architecture;7;.;.
BOS;Mladen Ivanic;BOS_2016_2;.;17nov2016;17jul2017;2016;2017;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Una-Sana;Bosnia;Europe;45;17;Sanski Most;1;0;Serbian;.;Serbs;.;https://balkaninsight.com/2018/03/02/serb-member-of-bosnian-presidency-seek-dismissal-of-the-bosnian-ambassador-in-russia-over-the-photography-03-02-2018/;https://www.dw.com/en/conflict-zone-mladen-ivanic/av-45835954;1;Regular;Regular;M;1958;16sep1958;94566;30;2;9;BIH;BIH.2_1;BIH.2.8_1;PhD in economics;8;.;.
BOS;Dragan Covic;BOS_2017_1;.;17jul2017;17mar2018;2017;2018;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Herzegovina-Neretva;Bosnia;Europe;43;18;Mostar;1;0;Croat;.;Croats;.;https://balkaninsight.com/2018/06/25/bosnian-croats-undermining-state-by-opening-eu-office-06-25-2018/;https://www.total-croatia-news.com/the-croatian-diaspora/33468-bosnian-serb;1;Regular;Regular;M;1956;20aug1956;101211;30;2;5;BIH;BIH.2_1;BIH.2.4_1;PhD in engineering;8;.;.
BOS;Bakir Izetbegovic;BOS_2018_1;.;17mar2018;20nov2018;2018;2018;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Sarajevo;Bosnia;Europe;44;18;Sarajevo;1;0;Bosniak;.;Bosniaks;.;https://balkaninsight.com/2018/02/05/third-entity-in-bosnia-not-possible-without-war-02-05-2018/;https://www.rferl.org/a/bosnia-herzegovina-elections-izetbegovic-dodik/29530392.html;1;Regular;Regular;M;1956;28jun1956;99756;30;2;7;BIH;BIH.2_1;BIH.2.6_1;Degree in Architecture;7;.;.
BOS;Milorad Dodik;BOS_2018_2;.;20nov2018;20jul2019;2018;2019;Bosnia and Herzegovina;Repuplika Srpska;Banja Luka;Bosnia;Europe;45;17;Banja Luka;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1959;12mar1959;93861;30;3;12;BIH;BIH.3_1;BIH.3.1_1;Master´s degree in political science;7;.;.
BOS;Zeljko Komsic;BOS_2019_1;.;20jul2019;20mar2020;2019;2020;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Sarajevo;Bosnia;Europe;44;18;Sarajevo;1;0;Bosnian-Croat;Bosnian-Serb;Croats;Bosniaks;https://balkaninsight.com/2018/10/10/croatian-politicians-fears-for-the-future-of-croats-in-bosnia-after-elections-10-09-2018/;https://www.reuters.com/article/us-bosnia-election/nationalist-serb-bosniak-leaders-win-bosnias-presidential-vote-idUSKCN1MH12J;2;Regular;Regular;M;1964;20jan1964;99756;30;2;7;BIH;BIH.2_1;BIH.2.6_1;Bachelor´s degree in law;6;.;.
BOS;Sefik Dzaferovic;BOS_2020_1;.;20mar2020;20nov2020;2020;2020;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Zenica-Doboj;Bosnia;Europe;44;18;Zavidovici;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1957;09sep1957;96783;30;2;11;BIH;BIH.2_1;BIH.2.10_1;Degree in law;7;.;.
BOS;Milorad Dodik;BOS_2020_2;.;20nov2020;31dec2020;2020;2020;Bosnia and Herzegovina;Repuplika Srpska;Banja Luka;Bosnia;Europe;45;17;Banja Luka;1;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1959;.;93861;30;3;12;BIH;BIH.3_1;BIH.3.1_1;Master´s degree in political science;7;.;.
BOT;Masire;BOT_1980_1;823a9ad5-1e42-11e4-b4cd-db5882bf8def;13jul1980;31mar1998;1980;1998;Botswana;Southern;Ngwaketse North;Botswana;Africa;-25;25;Kanye;1;0;Tswana;.;Tswana;.;https://www.theguardian.com/world/2017/jul/18/ketumile-masire-obituary;https://www.globalsecurity.org/military/world/botswana/ketumile-masire.htm;1;Regular;Regular;M;1925;23jul1925;175892;31;15;28;BWA;BWA.15_1;BWA.15.3_1;.;5;.;.
BOT;Mogae;BOT_1998_1;823acba4-1e42-11e4-b4cd-db5882bf8def;31mar1998;01apr2008;1998;2008;Botswana;Central;Serowe;Botswana;Africa;-22;27;Serowe;1;0;Tswana;Kalanga;Tswana;Kalanga;https://www.britannica.com/biography/Festus-Mogae;https://af.wikipedia.org/wiki/Festus_Mogae;2;Regular;Regular;M;1939;.;175095;31;1;6;BWA;BWA.1_1;BWA.1.6_1;.;7;.;.
BOT;Ian Khama;BOT_2008_1;82542a54-1e42-11e4-b4cd-db5882bf8def;01apr2008;31mar2018;2008;2018;United Kingdom;England;Surrey;Botswana;Africa;51;-1;Chertsey;1;1;Bamangwato;English;Tswana;.;https://abcnews.go.com/International/botswana-president-describes-perfect-wife-insults-female-minister/story?id=12324410;https://www.latimes.com/world/africa/la-fg-botswana-president-20180330-story.html;1;Regular;Regular;M;1953;27feb1953;43765;242;1;98;GBR;GBR.1_1;GBR.1.98_1;.;7;.;.
BOT;Mokgweetsi Masisi;BOT_2018_1;.;31mar2018;31dec2020;2018;2020;Botswana;Southern;Ngwaketse North;Botswana;Africa;-25;25;Mospa;1;0;Tswana;.;Tswana;.;.;.;2;Regular;Still in Office;M;1962;21jul1962;175892;31;15;28;BWA;BWA.15_1;BWA.15.3_1;Master´s degree in social sciences education;7;.;.
BRA;Sarnay;BRA_1985_1;81fccd40-1e42-11e4-b4cd-db5882bf8def;21mar1985;15mar1990;1985;1990;Brazil;Maranhão;Pinheiro;Brazil;Americas;-3;-45;Pinheiro Municipality;3;0;Portuguese;.;Whites;.;https://en.wikipedia.org/wiki/Jos%C3%A9_Sarney;.;2;Regular;Regular;M;1930;30apr1930;16186;33;10;1264;BRA;BRA.10_1;BRA.10.144_1;.;6;.;.
BRA;Mello;BRA_1990_1;81fccd41-1e42-11e4-b4cd-db5882bf8def;15mar1990;02oct1992;1990;1992;Brazil;Rio de Janeiro;Rio de Janeiro;Brazil;Americas;-23;-43;Río de Janeiro;1;0;Portuguese, German;.;Whites;.;http://ethnicelebs.com/fernando-collor;.;2;Regular;Regular;M;1949;12aug1949;25918;33;19;3630;BRA;BRA.19_1;BRA.19.67_1;.;6;.;.
BRA;Franco, Itamar;BRA_1992_1;81fccd42-1e42-11e4-b4cd-db5882bf8def;02oct1992;31dec1994;1992;1994;Brazil;Minas Gerais;Juiz de Fora;Brazil;Americas;-22;-43;Juiz de Fora;1;0;Italian, Portuguese;.;Whites;.;https://www.independent.co.uk/news/obituaries/itamar-franco-politician-who-led-brazil-through-financial-chaos-and-paved-the-way-for-the-countrys-2308724.html;https://ethnicelebs.com/itamar-franco;1;Regular;Regular;M;1930;28jun1930;25093;33;13;1963;BRA;BRA.13_1;BRA.13.422_1;.;6;He was born in Brazilian territorial waters, Atlantic Ocean, registered in Salvador da Bahia. He grew up in Juiz de Fora, Minas Gerais. His family comes from there as well.;.
BRA;Cardoso;BRA_1995_1;81fcfe14-1e42-11e4-b4cd-db5882bf8def;01jan1995;01jan2003;1995;2003;Brazil;Rio de Janeiro;Rio de Janeiro;Brazil;Americas;-23;-43;Río de Janeiro;1;0;Portuguese, German;.;Whites;.;http://ethnicelebs.com/fernando-collor;.;2;Regular;Regular;M;1931;18jun1931;25918;33;19;3630;BRA;BRA.19_1;BRA.19.67_1;.;8;.;.
BRA;Lula da Silva;BRA_2003_1;81fcfe15-1e42-11e4-b4cd-db5882bf8def;01jan2003;01jan2011;2003;2011;Brazil;Pernambuco;Caetés;Brazil;Americas;-9;-37;Caetés Municipality;3;0;Portuguese;.;Whites;.;http://ethnicelebs.com/luiz-inacio-lula-da-silva;.;2;Regular;Regular;M;1945;.;19359;33;17;3195;BRA;BRA.17_1;BRA.17.34_1;.;3;.;.
